T21,"Production, trade and supply of energy",,,,,
304,Greenland,1990,Total supply (petajoules),5.0000,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2017, last accessed February 2020."
304,Greenland,1995,Total supply (petajoules),5.0000,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2017, last accessed February 2020."
304,Greenland,2000,Total supply (petajoules),7.0000,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2017, last accessed February 2020."
304,Greenland,2005,Total supply (petajoules),9.0000,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2017, last accessed February 2020."
304,Greenland,2010,Total supply (petajoules),11.0000,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2017, last accessed February 2020."
304,Greenland,2015,Total supply (petajoules),9.0000,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2017, last accessed February 2020."
304,Greenland,2016,Total supply (petajoules),9.0000,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2017, last accessed February 2020."
304,Greenland,2017,Total supply (petajoules),9.0000,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2017, last accessed February 2020."
304,Greenland,1990,Supply per capita (gigajoules),90.0000,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2017, last accessed February 2020."
304,Greenland,1995,Supply per capita (gigajoules),95.0000,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2017, last accessed February 2020."
304,Greenland,2000,Supply per capita (gigajoules),127.0000,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2017, last accessed February 2020."
304,Greenland,2005,Supply per capita (gigajoules),165.0000,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2017, last accessed February 2020."
304,Greenland,2010,Supply per capita (gigajoules),186.0000,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2017, last accessed February 2020."
304,Greenland,2015,Supply per capita (gigajoules),155.0000,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2017, last accessed February 2020."
304,Greenland,2016,Supply per capita (gigajoules),153.0000,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2017, last accessed February 2020."
304,Greenland,2017,Supply per capita (gigajoules),156.0000,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2017, last accessed February 2020."
308,Grenada,1990,Primary energy production (petajoules),0.0000,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2017, last accessed February 2020."
308,Grenada,1995,Primary energy production (petajoules),0.0000,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2017, last accessed February 2020."
308,Grenada,2000,Primary energy production (petajoules),0.0000,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2017, last accessed February 2020."
308,Grenada,2005,Primary energy production (petajoules),0.0000,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2017, last accessed February 2020."
308,Grenada,2010,Primary energy production (petajoules),0.0000,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2017, last accessed February 2020."
308,Grenada,2015,Primary energy production (petajoules),0.0000,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2017, last accessed February 2020."
308,Grenada,2016,Primary energy production (petajoules),0.0000,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2017, last accessed February 2020."
308,Grenada,2017,Primary energy production (petajoules),0.0000,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2017, last accessed February 2020."
308,Grenada,1990,Net imports [Imports - Exports - Bunkers] (petajoules),2.0000,Estimate.,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2017, last accessed February 2020."
308,Grenada,1995,Net imports [Imports - Exports - Bunkers] (petajoules),2.0000,Estimate.,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2017, last accessed February 2020."
308,Grenada,2000,Net imports [Imports - Exports - Bunkers] (petajoules),3.0000,Estimate.,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2017, last accessed February 2020."
308,Grenada,2005,Net imports [Imports - Exports - Bunkers] (petajoules),3.0000,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2017, last accessed February 2020."
308,Grenada,2010,Net imports [Imports - Exports - Bunkers] (petajoules),4.0000,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2017, last accessed February 2020."
308,Grenada,2015,Net imports [Imports - Exports - Bunkers] (petajoules),4.0000,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2017, last accessed February 2020."
308,Grenada,2016,Net imports [Imports - Exports - Bunkers] (petajoules),4.0000,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2017, last accessed February 2020."
308,Grenada,2017,Net imports [Imports - Exports - Bunkers] (petajoules),4.0000,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2017, last accessed February 2020."
308,Grenada,1990,Changes in stocks (petajoules),0.0000,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2017, last accessed February 2020."
308,Grenada,1995,Changes in stocks (petajoules),0.0000,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2017, last accessed February 2020."
308,Grenada,2000,Changes in stocks (petajoules),0.0000,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2017, last accessed February 2020."
308,Grenada,2005,Changes in stocks (petajoules),0.0000,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2017, last accessed February 2020."
308,Grenada,2010,Changes in stocks (petajoules),0.0000,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2017, last accessed February 2020."
308,Grenada,2015,Changes in stocks (petajoules),0.0000,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2017, last accessed February 2020."
308,Grenada,2016,Changes in stocks (petajoules),0.0000,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2017, last accessed February 2020."
308,Grenada,2017,Changes in stocks (petajoules),0.0000,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2017, last accessed February 2020."
308,Grenada,1990,Total supply (petajoules),2.0000,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2017, last accessed February 2020."
308,Grenada,1995,Total supply (petajoules),2.0000,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2017, last accessed February 2020."
308,Grenada,2000,Total supply (petajoules),3.0000,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2017, last accessed February 2020."
308,Grenada,2005,Total supply (petajoules),3.0000,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2017, last accessed February 2020."
308,Grenada,2010,Total supply (petajoules),4.0000,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2017, last accessed February 2020."
308,Grenada,2015,Total supply (petajoules),4.0000,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2017, last accessed February 2020."
308,Grenada,2016,Total supply (petajoules),4.0000,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2017, last accessed February 2020."
308,Grenada,2017,Total supply (petajoules),4.0000,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2017, last accessed February 2020."
308,Grenada,1990,Supply per capita (gigajoules),17.0000,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2017, last accessed February 2020."
308,Grenada,1995,Supply per capita (gigajoules),23.0000,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2017, last accessed February 2020."
308,Grenada,2000,Supply per capita (gigajoules),29.0000,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2017, last accessed February 2020."
308,Grenada,2005,Supply per capita (gigajoules),33.0000,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2017, last accessed February 2020."
308,Grenada,2010,Supply per capita (gigajoules),38.0000,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2017, last accessed February 2020."
308,Grenada,2015,Supply per capita (gigajoules),38.0000,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2017, last accessed February 2020."
308,Grenada,2016,Supply per capita (gigajoules),39.0000,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2017, last accessed February 2020."
308,Grenada,2017,Supply per capita (gigajoules),40.0000,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2017, last accessed February 2020."
312,Guadeloupe,1990,Primary energy production (petajoules),1.0000,Data after 2010 are included in France.,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2017, last accessed February 2020."
312,Guadeloupe,1995,Primary energy production (petajoules),2.0000,Estimate.;Data after 2010 are included in France.,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2017, last accessed February 2020."
312,Guadeloupe,2000,Primary energy production (petajoules),2.0000,Estimate.;Data after 2010 are included in France.,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2017, last accessed February 2020."
312,Guadeloupe,2005,Primary energy production (petajoules),5.0000,Data after 2010 are included in France.,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2017, last accessed February 2020."
312,Guadeloupe,2010,Primary energy production (petajoules),2.0000,Estimate.;Data after 2010 are included in France.,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2017, last accessed February 2020."
312,Guadeloupe,1990,Net imports [Imports - Exports - Bunkers] (petajoules),16.0000,Estimate.;Data after 2010 are included in France.,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2017, last accessed February 2020."
312,Guadeloupe,1995,Net imports [Imports - Exports - Bunkers] (petajoules),19.0000,Estimate.;Data after 2010 are included in France.,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2017, last accessed February 2020."
312,Guadeloupe,2000,Net imports [Imports - Exports - Bunkers] (petajoules),24.0000,Estimate.;Data after 2010 are included in France.,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2017, last accessed February 2020."
